Gene,L1 larvae,L2 larvae,"L3 larvae, 12 hr post-molt","L3 larvae, dark blue gut PS(1-2)","L3 larvae, light blue gut PS(3-6)","L3 larvae, clear gut PS (7-9)"
CG11357,20.8287,13.5968,9.62281,12.3981,22.5403,36.401
Src64B,6.86972,4.86381,3.67769,2.63448,7.47203,15.0289
Rpd3,37.6111,52.9183,36.3012,47.1931,63.7256,75.032
CG32234,9.91869,7.71929,9.07654,11.3775,11.5915,14.9421
CG18418,0,0,0,4.32538,9.60276,14.3288
Gef64C,2.17418,5.4573,4.68337,4.2564,9.35582,13.3733
CG12493,0.0978859,0.264948,2.95532,8.15908,11.7771,14.5593
Dhc64C,15.1044,17.4078,16.1506,12.1316,21.7186,20.1294
Aats-leu,10.931,13.6487,10.0744,3.85315,3.98729,4.96553
CG13707,1.20265,0.91351,0.7765,2.33685,4.03508,24.9928
CG32237,4.93103,7.82273,66.4584,0.335336,0.259878,0.192794
CG13705,176.123,142.293,532.637,10.3516,1.19893,0.363945
CG13704,78.4281,51.3026,33.8612,45.4476,40.5689,51.5414
Rh50,52.4036,24.281,40.0225,8.05651,4.06417,2.77285
CG17030,0,0,0,2.84855,8.42965,10.9889
CG12027,0,0,0,3.18802,7.95383,10.1057
CG15212,1.98459,55.3514,126.382,16.3734,16.5838,11.9156
CG15213,78.5237,63.6363,112.242,22.2744,12.2615,2.79424
CG4603,24.0835,26.1194,24.1041,30.9844,45.5389,53.6544
CG10674,39.581,57.1554,36.4733,23.1591,23.4568,28.688
CG4611,13.0616,11.3938,7.50002,2.97608,4.15786,4.46149
CG10673,22.9904,20.6481,17.5399,17.1727,17.1316,17.3396
CG4618,18.8424,15.6458,13.7364,24.8386,32.0155,37.0967
CG10672,49.1726,73.3524,56.8637,42.8846,20.1913,16.547
CG4623,33.6158,17.1981,22.7978,7.96862,3.99916,2.89394
CG10671,22.2575,32.3122,23.4348,14.8721,12.6031,11.6715
Aats-ala-m,12.9317,12.7126,12.6767,5.52422,5.41413,5.17175
Srp54k,75.1754,104.932,73.2343,50.0581,61.7446,67.3447
shep,37.18,27.439,24.1544,24.3755,48.8701,75.126
CG4669,0,0,0,4.5375,14.0303,21.0626
lama,32.4143,29.6792,22.9398,13.4581,25.1701,52.7862
Klp64D,15.6093,11.2934,10.177,10.4547,13.3202,17.4194
CG4769,509.577,427.073,437.24,161.56,74.4774,56.2789
Uev1A,65.5311,97.1669,95.0176,94.0405,114.475,160.716
CG10635,71.3772,76.0533,45.9271,35.197,42.251,56.3867
CG10630,0.154078,0.315431,6.53481,11.9225,14.8522,15.3163
CG13285,40.7188,14.6454,33.4574,5.31151,2.60395,3.05337
CG10625,133.786,57.5026,627.205,192.074,207.102,237.544
sinu,14.2826,12.6053,9.27614,11.0437,18.4644,31.9522
Sucb,54.5137,66.838,80.4388,84.445,53.8566,41.0749
Sras,6.9968,9.15858,8.04844,7.50889,8.60848,11.0699
bc10,12.1579,12.3937,10.3881,11.8731,16.1273,23.564
Msr-110,241.823,231.034,347.513,261.542,253.544,144.873
snmRNA:357,548.429,469.883,651.964,562.732,587.904,297.144
CG10592,31.5598,156.058,32.0751,26.9644,13.7448,3.46379
CG5150,20.9033,114.263,19.4986,17.3856,10.5373,3.39827
CG10590,23.2292,33.1579,26.7028,24.689,30.7563,30.2668
Eaf6,7.27652,6.76359,5.10657,7.41271,8.78253,13.17
Blimp-1,2.58136,4.81421,0.981444,0.293489,4.26212,12.3073
sif,33.6471,7.57045,2.66094,0.607571,1.93642,1.64203
DnaJ-1,50.2179,35.777,26.6398,28.7105,42.7409,73.6272
Ubp64E,50.1603,42.4411,58.6865,47.5267,62.9539,70.0998
CG10576,318.425,306.387,229.411,117.947,129.808,148.162
Txl,48.541,73.5415,57.847,72.7338,121.411,175.133
CG32418,25.6853,16.3906,9.72546,5.70699,7.24977,9.05558
PGRP-LD,12.3927,6.12557,23.2704,12.5569,11.5092,0.726768
Pmi,10.1073,6.27154,1.07E-10,1.49E-07,3.78E-11,10.8225
Cralbp,2.48658,50.7604,2.80558,0.34485,0.644425,0.996879
Bre1,12.4252,10.6363,7.73275,8.04231,14.5851,16.6342
Tektin-C,8.32489,2.27972,0.295581,4.26202,10.4505,11.7527
S6k,47.9274,28.9574,26.7263,14.2452,26.7346,32.7054
CG42272,0,12.9066,4.06561,0,0,0
CG5537,70.7053,49.8727,51.2224,37.149,39.1555,40.5928
mad2,1.85574,3.06677,4.01328,11.8981,16.2304,19.8192
CG32409,108.886,48.8415,31.0594,14.437,16.6754,18.3415
CG32412,20.2008,16.8547,19.2348,4.17266,3.20976,7.09574
CG10483,10.2931,4.94517,3.44785,3.79664,3.22353,3.31024
CG32407,3.28782,2.52702,8.82047,12.7496,3.81694,6.54034
CG33523,29.2625,37.4489,27.8726,34.9758,37.0638,47.6347
Bj1,34.1824,31.8237,26.1718,18.8678,23.7868,23.3978
yip7,516.91,822.628,522.566,2402.27,1479.02,622.203
Jon65Aiv,1782.64,2543.97,2664.31,9358.48,5434.87,2467.83
Jon65Aiii,676.595,1096.55,759.985,4469.88,2763.85,1370.3
Jon65Aii,6.32443,4.65457,4.79949,21.2465,34.9632,36.6795
Jon65Ai,353.54,833.038,419.09,2542.62,1765.41,1195.04
tan,2.99794,2.76214,2.79873,8.03524,13.7147,23.4813
CG10472,160.744,287.075,166.805,1094.87,315.02,64.202
CG42269,0.678697,0.41877,2.47322,0.216272,0.806564,26.5815
CG13295,10.1076,8.64978,10.9731,9.49442,6.6404,8.00437
CG6610,11.3087,16.1974,13.5194,12.1726,12.789,15.8931
CG10469,2.4759,2.36018,6.48715,9.66372,7.85044,10.5963
CG10467,2.37451,7.77607,12.1794,55.9557,36.0081,27.1327
loj,32.5908,73.7007,55.6943,50.1448,45.2423,50.9478
l(3)mbn,8.26733,1.11811,68.6089,77.7009,25.1096,3.81442
Lcp65Ag3,1217.25,175.802,693.229,28.5047,3.4286,1.22422
Cpr65Au,0.410455,0.490169,1.00673,10.427,2.02943,0.249662
Lcp65Ag2,759.246,166.813,714.338,7.68033,1.75597,0.567917
Lcp65Ag1,81.6183,74.19,907.241,26.6011,1.56249,0.378757
Lcp65Af,20.5522,130.848,1366.21,6.13131,1.02735,0.247806
Lcp65Ae,0.737764,5.83692,752.214,11.9122,0.357622,0.0841404
Cpr65Av,18.5059,45.9762,125.979,76.9199,15.1569,1.73872
Cpr65Aw,0.482633,1.2309,9.42979,72.5118,13.2038,1.10453
Lcp65Ad,1.56629,56.3638,61.17,2.06815,0.755868,0.16937
Lcp65Ac,284.629,54.8702,920.17,181.465,60.8806,19.269
Lcp65Aa,68.7315,6.99198,133.56,71.4632,6.25204,0.980642
CG13297,1.4899,71.4231,17.5089,0.512632,0.0826165,0.0423995
Cpr65Ay,11.7795,8.38142,8.49583,18.2784,2.95706,0.865333
CG10289,27.5108,21.9954,17.4725,18.6165,27.9461,33.7317
D19B,12.9719,7.46226,6.36287,6.91472,10.8771,10.8293
D19A,9.94952,6.2302,4.99693,6.67551,10.2128,11.1143
CG13298,39.4612,43.3791,38.9702,44.3332,77.1249,173.219
Trn,12.6183,12.6633,9.88909,5.62211,17.0095,28.412
LanA,103.048,109.06,61.9399,30.2659,50.9936,53.5768
Mdr65,24.2111,10.7047,5.99276,3.18875,2.67833,2.32826
Best2,7.28029,8.8444,10.3851,7.3371,13.0717,12.0493
ImpL3,629.327,585.527,461.718,464.555,205.482,80.4924
CG18769,9.96168,12.4355,11.9888,8.30485,6.62944,5.75748
CG8368,33.021,18.8825,15.2012,15.3511,26.3478,30.5395
CG8398,15.7372,5.89075,4.02014,3.20147,6.68027,9.81512
eIF4E-4,0.0257919,0,0.0440072,4.99733,14.5227,17.6961
SP1173,49.0052,31.7548,41.086,25.5507,17.0275,7.69973
CG8519,10.8211,6.04659,10.7921,14.7836,21.466,24.8867
ple,8.94162,13.3213,32.3423,4.56026,27.8659,640.4
CG32394,8.89256,5.70135,5.34393,3.592,11.4581,11.5685
CG10107,37.391,20.5598,13.8916,13.9986,30.6685,30.6669
CG8549,22.1828,20.416,13.7452,17.926,22.7258,25.8555
CG10103,19.3077,17.8898,18.4894,23.78,29.7916,34.8724
CG32392,2.64485,1.29268,0.923333,5.28009,11.9605,13.9913
vvl,37.6379,25.989,18.1607,6.73088,19.5487,15.7524
Prat2,12.1981,5.6912,20.59,41.1963,79.7792,79.8462
CG14820,9.86071,17.0169,6.84206,30.2942,6.62808,1.66797
tow,14.0578,4.40989,2.49194,1.69612,3.76998,3.53753
CG10077,103.782,70.5358,62.9975,53.9765,113.084,117.153
CG10075,29.7432,26.4842,23.5502,8.58155,9.28472,7.58862
Surf1,12.9325,19.1199,19.4842,10.5568,11.6353,9.8124
sgl,32.8517,38.6832,23.1075,16.2649,24.7779,57.4482
CG10064,0.120074,0.0637305,0.0975598,3.7815,10.1376,12.8056
CG9953,9.94056,24.0668,34.4172,80.6236,76.8809,59.7783
CG10063,0.363388,0.428021,2.80788,7.85398,11.3606,12.3435
G-ialpha65A,19.3173,23.4319,17.7182,23.6693,33.5704,55.2181
CG32388,0.0134777,0,0.137977,5.43168,11.9792,18.1173
CG14823,15.4548,9.46843,21.3572,23.6529,13.4652,2.47932
Cpr65Ea,9.79336,428.179,349.656,0.143426,0.180846,0
Cpr65Eb,2.60975,153.696,17.3649,0,0,0.190703
Cpr65Ec,15.5922,41.6655,61.526,1.30677,5.41391,8.51487
form3,6.9423,7.10509,12.4055,5.7652,8.04501,9.06053
CG8629,285.075,542.104,439.088,459.466,42.3789,3.2083
CG15829,34.4835,140.053,221.731,440.51,118.446,20.4816
CG8628,100.104,237.12,295.349,99.3794,16.2428,2.50381
Dbi,321.369,450.168,471.634,183.24,39.427,13.6983
melt,6.9172,8.42637,10.9651,10.0255,11.9393,12.8939
corn,4.70483,4.43349,5.90035,12.6878,19.692,14.1525
CG17742,14.3945,2.77441,0.946416,0.81446,5.53058,6.1505
CG42256,12.2104,3.12061,0.887736,0.761654,3.73399,4.25936
RpL18,2531.34,1845.26,1794.7,1315.84,1353.88,1275.62
Neos,7.45849,6.21729,5.9606,7.88352,11.3635,14.2812
mRpL50,50.1426,50.7017,31.9307,10.5169,11.8798,12.8699
Cdc27,9.43328,8.94918,8.20193,9.10027,14.1852,16.2568
MED4,6.99071,5.45129,4.31068,7.41679,9.06242,12.5032
CG14830,27.1074,25.1167,33.468,20.152,18.195,23.8031
RhoGEF4,0.675924,1.12144,2.02771,6.44059,8.74177,10.269
CG8605,8.6038,12.126,8.21747,8.0251,9.81963,11.5012
CG8602,15.046,16.3511,19.7671,27.3143,44.2485,61.6771
CG42307,23.5384,37.5234,24.1195,21.9046,17.1796,23.4258
CG8600,53.8366,33.5801,22.1238,35.8857,56.6747,81.7688
eco,13.3457,12.5818,10.3359,8.16036,11.6127,12.6401
lark,51.2763,60.3128,43.4574,43.9534,68.6411,71.7498
CG8596,21.3202,29.643,21.2059,22.764,33.7226,82.2863
Srp19,65.4905,85.353,57.2634,48.3569,46.8873,53.2314
CTCF,10.3626,7.75518,6.17164,6.69341,8.99374,10.1761
pst,232.937,241.543,273.329,212.798,115.602,78.4434
sec63,53.5919,88.8032,63.0697,36.6439,40.9466,38.8588
Sh3beta,59.5408,81.8627,54.249,98.898,178.513,402.094
akirin,38.7586,50.3985,40.5038,45.0939,98.8394,136.985
SMSr,5.57921,6.43242,3.72735,6.853,13.3727,16.8674
smid,21.3974,22.1702,17.7677,20.2257,27.6898,31.6396
CG8564,0.123552,0.0590188,0.28108,9.17837,22.0269,27.6256
CG8563,18.7761,8.24538,41.0249,2.84663,0.842394,0.392497
CG8562,108.181,101.492,93.5624,25.2237,4.96546,4.06302
CG18417,6.63074,9.76194,9.02397,51.571,23.2781,14.4682
CG8560,155.775,214.313,225.207,660.196,315.22,280.365
pncr015:3L,0,0,0.329535,0,7.11512,163.82
Rac2,27.6785,30.315,23.1762,16.1457,24.9901,31.3551
CG14835,0.0870427,0.034649,0,4.16004,9.85627,12.4948
CG8543,12.1458,86.7029,233.884,2.35693,0.156963,0.139733
CG8541,8.23629,89.6135,177.437,2.11081,0.199815,0.1364
Cyp4d8,0.382,0.985366,4.18446,44.422,17.3616,9.19191
CG8539,0.328996,0.828799,1.05012,2.37692,15.0219,67.8266
CG7548,5.62613,143.755,71.2026,0.0728552,0.0984253,0.0771907
CG7546,32.9243,27.2319,23.9896,17.6036,28.1431,33.5318
CG32372,13.015,10.7541,8.32374,9.26115,18.0844,24.9705
lqf,13.0005,18.5034,14.9594,25.5299,67.9425,120.389
CG7526,25.1532,35.0732,33.1238,5.40732,2.27378,0.537374
CG33275,3.50723,10.023,5.693,4.07614,6.42972,8.16174
CG7506,27.6729,26.7833,22.0653,11.7704,8.93773,9.8227
CG32373,6.80511,8.54263,7.72201,11.1475,4.94638,4.36436
PGRP-SD,4.60445,4.53293,8.01894,22.9187,41.9209,36.3124
CG7492,15.6098,11.8314,11.265,14.8182,24.2936,27.2961
Ank2,43.5143,20.6086,13.0556,7.36403,18.3027,19.9714
CG12262,101.771,167.877,160.857,296.757,413.944,323.129
CG8492,7.42614,3.51358,10.2556,17.3586,47.7261,33.7016
CG7409,86.4348,21.9096,10.3174,3.90137,2.26507,2.27743
Hn,60.5184,48.9019,88.559,99.5447,72.9971,37.8682
CG32371,0,0,0.0885719,4.15729,11.575,18.866
CG32369,12.4557,14.6669,9.79748,7.30141,13.6885,14.8816
Pdp1,34.2803,43.0818,20.8645,4.68139,2.90305,1.90454
eIF4E-5,0.0254938,0.0101483,0.32624,6.34462,13.0697,20.0813
pbl,5.24968,4.00714,5.01337,7.90751,11.3994,14.8055
CG8111,17.7198,17.2228,15.1519,16.2927,19.2848,18.2036
CG32368,0.376475,0.599453,0.700754,13.2626,15.1302,18.2778
syd,17.3898,12.8716,11.0282,7.99591,16.353,22.92
Srp9,26.3262,39.3626,29.4103,22.6828,21.0268,33.6751
RNaseX25,11.5725,12.1238,11.2961,16.3356,25.1299,29.4332
CG8042,15.7705,21.0875,15.67,19.2792,29.9851,31.638
CG8209,14.9848,24.108,23.3316,34.6326,49.5369,54.204
CG8038,14.8383,12.1689,8.35135,7.80868,11.0555,11.6161
nmo,10.7798,6.2758,3.58626,4.81443,16.7732,35.4899
bip1,2.55615,1.42192,1.73939,7.41478,20.8899,36.435
Ect4,48.4813,41.7197,52.4173,52.0948,49.8888,44.0472
fan,0.11407,0.194606,2.05754,13.4716,23.6849,31.3219
CG7927,23.9592,24.6122,22.7036,26.9846,35.153,38.0235
Arp66B,49.0882,58.3731,39.8292,40.5602,44.7482,53.9399
msk,160.533,111.839,97.1346,38.5913,50.2978,54.1871
CG7550,5.46519,5.0903,4.55264,10.8073,16.037,22.8403
mRpL36,56.3368,58.0252,46.2472,18.727,19.7182,19.49
Uba2,22.7166,29.3034,24.6068,31.9962,44.6866,56.1822
CdsA,27.7675,20.0047,12.8411,21.9205,25.3245,32.4233
CG13676,12.9695,34.7836,55.8481,31.4704,43.6956,37.4707
CG42445,3.1467,6.05266,6.41414,8.39812,9.51989,12.9158
Nmt,43.7116,58.7639,48.6926,30.9047,35.6255,42.809
ERR,19.8819,13.4723,10.8252,11.5035,13.655,16.3354
Atg18,24.41,18.8837,19.4605,29.3944,47.9431,59.9008
MED24,6.0361,5.81689,4.6997,6.34743,8.55707,11.1623
CG7387,0,0,0,5.30845,11.7432,14.0694
CG7375,30.8543,37.5453,35.1889,45.2792,54.7993,84.3936
CG8005,12.9069,9.34424,6.70205,3.41795,4.16818,4.11367
CG13679,0.952698,13.9092,115.271,0.738095,0.754127,0.506251
CG8012,15.8278,1.84958,8.3271,7.02365,3.7592,1.34193
CG13674,1.31329,23.5236,195.951,0.64629,0.149307,0.0405889
CG13678,81.644,38.0181,330.073,33.5892,14.8294,4.6811
eIF4E-3,16.6584,18.7303,16.2208,27.2463,31.7882,41.7453
CG42330,13.1526,6.06579,3.64856,3.81855,8.46833,10.0019
CG7207,14.1665,14.5221,15.5858,16.1469,20.0753,38.6113
CG7201,0.0439616,12.9568,2.92536,0.696569,1.62296,0.855677
Rab-RP3,9.82331,9.60905,8.28435,12.7541,16.0449,21.1747
CG7197,14.898,16.332,12.1459,12.7803,15.4398,20.9877
Sbp2,3.05115,4.74978,5.24951,13.0733,13.757,21.792
CG7188,55.6742,67.1076,63.6128,63.3364,75.0853,90.7512
CG7185,37.1131,36.7712,30.2808,25.9044,38.1221,40.9059
Cpr66Cb,0.217277,10.6333,5.45187,1.21068,0.872318,0.808508
CG7081,9.60007,11.4384,6.82465,6.24969,6.95342,9.31477
CG7083,5.74596,3.7179,6.708,15.9283,24.2296,29.4231
CG7182,104.28,56.2309,41.492,15.7638,20.2558,22.8072
CG7112,12.1533,8.53511,7.18463,10.6508,19.2593,24.9523
Idh,957.741,712.37,884.186,388.664,263.127,237.082
ImpE1,3.11116,83.8847,14.3068,2.61673,16.7869,47.1614
Jon66Ci,198.368,1274.67,1439.11,10478.8,5587.81,1482.92
Jon66Cii,30.618,223.45,101.425,1912.68,884.26,179.407
CG7120,6.1449,3.30038,2.59241,6.70185,10.1484,6.1718
mkg-p,5.51502,4.66082,4.42011,4.95398,9.29215,13.4353
exo70,6.07894,6.10032,5.99146,8.12542,10.2755,13.7929
CG32354,9.23367,23.9714,3.63042,2.39706,5.45854,9.75974
Cbl,9.40316,7.83932,6.66698,7.97651,15.3355,18.4789
Unr,22.9243,17.1291,13.3904,11.5641,25.4753,34.6779
CG6983,11.7621,10.257,7.96511,6.34526,8.32971,13.0189
Gug,17.2842,10.9801,8.7556,6.72225,18.1713,18.3145
CG6745,13.5265,10.6411,7.64518,3.72885,4.35384,5.49476
CG6776,75.0261,99.1273,91.7997,119.567,145.767,189.532
CG6673,94.6452,125.434,107.914,60.8388,42.8256,42.9779
CG6662,0.430478,1.18486,3.05276,13.0233,17.4656,21.8815
foi,19.134,14.885,15.1241,11.6798,16.7023,18.4322
ergic53,58.3249,120.611,88.1849,51.6567,58.9997,60.9265
rhea,68.1168,41.7581,36.6037,29.3048,50.4088,56.5513
CG6638,41.6039,48.1111,46.2304,18.5935,11.601,11.2515
CG32352,29.622,25.7613,39.8867,19.3756,16.9254,6.9877
CG32353,4.19223,4.7133,11.3069,5.04185,6.5581,3.15673
CG32355,38.4653,38.6803,57.96,32.0742,29.0606,15.5902
Nelf-E,5.77245,7.3331,5.50046,8.99286,12.5024,18.541
RpL14,3163.25,2605.35,2049.66,1744.35,1577.49,1671.3
CG5989,29.9607,30.9161,31.0513,23.1039,21.815,21.8743
CG6372,0.315383,0.0409941,1.30686,35.3397,90.3542,104.224
CG32351,0.0138904,0.0165504,1.0155,19.9045,50.8721,63.6607
CG5978,3.975,7.78397,5.04608,7.89335,11.9526,18.4863
Cpr66D,1.34601,112.707,76.1103,2.11222,3.96223,6.55513
SrpRbeta,43.7072,58.6488,39.438,26.3687,25.7108,33.4423
CG32022,9.63019,12.7305,8.95794,9.11962,10.6102,15.2188
Prm,570.51,684.123,1178.19,835.183,642.536,300.013
Fhos,6.13903,9.63749,11.5622,12.4972,19.4363,25.9997
CG5804,526.342,804.466,1214.07,416.701,41.742,3.71516
CG13311,100.134,37.0014,141.221,34.9271,10.3689,2.88462
CG34426,43.6854,16.7285,71.6805,18.8839,8.2462,3.08806
CG34427,13.2239,20.0248,13.9389,6.21186,0.96134,0.392908
CG13312,4.16496,4.16272,42.726,7.21735,2.42519,0.405338
dally,15.2147,11.9409,10.6715,10.9416,21.8249,29.3124
Mcm7,15.131,14.578,9.49231,14.2993,17.4694,19.0598
Tsp66E,45.1143,41.9148,23.3034,13.8825,19.2558,18.4696
CG5741,3.20658,3.05253,3.21566,5.25518,12.1303,13.8685
orb2,9.07142,4.51829,4.2211,9.50219,38.7879,33.9324
GNBP3,12.6543,14.2953,29.9657,69.1896,79.5325,82.6221
mRpL12,110.525,123.06,81.4143,20.9981,23.0165,23.7101
CG5021,22.0504,29.3138,22.2035,31.3725,30.4458,34.2035
CG5026,5.51326,6.26434,6.81329,9.87563,15.3594,18.2115
pix,212.449,190.96,154.02,138.62,153.56,179.244
Srp68,54.9789,80.9683,51.046,32.6957,35.4592,38.0693
CG13314,0.746754,0.89298,7.06342,2.67236,8.18976,41.3428
CG5288,12.9584,20.7888,32.3759,31.9667,37.0447,50.8983
CG5068,14.5547,11.6127,9.27944,9.43501,13.2138,16.429
CG5280,0.400624,0.272547,0.288443,4.53438,10.5108,11.6826
CG5144,0.217799,0.528196,0.579915,4.54333,9.0294,11.9648
Argk,1540.93,1743.54,3222.3,2940.75,1586.55,503.215
CG4911,2.8525,3.30163,3.83112,7.44435,26.1487,46.4091
Tequila,10.3537,9.57157,12.5521,20.6444,15.7732,10.6687
CG32032,41.5294,22.1819,16.6104,13.5817,19.8425,22.1246
CG13315,89.8288,169.709,168.951,332.447,193.642,56.3806
bol,15.3405,13.5616,13.2851,11.3948,26.696,28.4093
Dhpr,79.5454,67.2249,79.3877,84.6358,303.029,551.562
Use1,3.01889,7.30854,5.10658,5.91251,7.93321,11.7971
nwk,27.3868,10.0401,3.29038,1.61453,2.30878,2.18781
CG4641,13.81,5.68222,1.79404,1.07987,1.2438,1.67974
Rdl,24.9579,7.50839,2.84979,0.589564,1.85688,1.97497
CG4484,38.2423,27.5361,36.2228,43.8823,60.6559,42.9751
PGRP-LA,3.54371,18.4502,8.52034,10.6612,14.6084,37.0335
PGRP-LC,14.6257,13.7874,14.6832,13.8365,18.7017,31.0859
UGP,76.2584,84.0378,98.3799,60.982,39.0869,30.5456
CG32039,3.47403,3.94033,3.65396,7.70444,10.6299,19.7222
CG34455,29.272,35.0081,51.3491,30.8687,27.3099,26.9341
Klp67A,0.569244,1.149,2.15674,5.52427,8.92161,10.362
CG4447,11.9177,17.8372,13.843,7.86861,6.88508,10.6411
CG4452,10.6167,11.6042,9.10384,28.232,46.2053,48.0489
Fdxh,14.2649,12.1877,8.57903,5.29508,4.73834,5.65571
Hsp67Bc,26.2835,7.68412,4.05095,6.87291,40.3529,178.348
Hsp67Bb,8.50612,12.0754,14.4275,6.83987,6.53833,8.48303
Hsp26,12.5229,9.32565,21.0279,49.029,175.64,652.015
Hsp67Ba,0.397192,1.13312,2.08959,11.4725,33.1929,52.9997
Hsp23,9.65211,10.6807,20.8421,160.006,1366.73,3661.76
Hsp27,6.14752,10.3594,24.829,134.604,601.722,1218.77
CG4080,7.56679,4.8017,5.44977,12.2114,34.8306,72.8528
eIF-4E,161.921,179.111,153.152,123.549,142.991,170.534
Cpr67B,119.331,58.4777,113.694,202.359,268.12,168.389
CG4022,4.4466,2.43535,2.33468,3.53274,9.18553,11.9902
CG3689,29.8799,27.7553,20.1851,27.9674,37.3518,50.772
CG3967,21.4441,14.8827,9.60703,13.9125,21.43,25.5195
CG3982,0,0,1.16034,21.999,64.3627,64.9845
aay,57.8878,60.4461,55.3998,26.8622,22.5164,17.1529
Shc,14.8209,9.94128,9.74263,16.7547,25.6338,33.3023
RpS17,2393.44,1869.24,1483.08,1364.4,1272.42,1263.02
MTF-1,13.1264,9.81826,9.00225,7.74096,8.45434,9.43112
CG33926,1.33438,10.261,11.1518,22.4415,12.6708,8.81942
CG3529,21.8451,22.0955,15.6979,17.6426,30.4369,39.9437
CG32038,27.301,22.5689,21.0673,24.1286,21.31,26.0685
phol,8.17891,6.72545,5.90524,6.39928,10.5414,10.7866
CG3437,3.24605,4.13292,4.7514,7.5345,9.67176,12.2019
CG3434,13.5113,11.5218,7.6282,7.67996,7.96372,10.3962
CG32043,25.6999,6.21511,4.24157,5.00974,10.0022,10.2856
Uch-L3,15.7544,36.646,23.7739,51.8428,83.0468,128
pall,9.77919,7.83322,6.68283,8.02831,10.1671,13.3859
path,45.7064,59.1753,48.4563,30.8842,36.077,62.4822
CG3408,2.23384,4.86409,5.26633,9.58789,15.467,20.3769
RpS9,3691.02,2949.57,2295.39,1821.77,1777.31,1781.19
CG32048,12.6448,5.4821,4.49627,4.90517,9.04007,12.6069
CG34272,2.43514,1.36428,1.46192,3.49499,11.262,11.9592
CG3222,0.116158,0.0504427,0.0360353,4.63768,12.1868,15.5439
LanB2,93.4232,105.857,59.9765,23.535,36.9386,45.4804
CG3335,13.5047,8.23291,5.81825,3.85151,4.66003,5.03548
CG8336,12.5703,11.8061,12.4955,14.1422,17.6649,20.6059
fry,9.85343,9.92881,10.1561,9.5264,16.9834,20.6618
CG8329,0,0,0,0,0,18.6693
CG18179,26.2024,45.8253,329.162,32.0959,12.3265,75.8701
CG18180,309.849,1374.13,2158.2,4009.59,1767.09,521.741
CG16717,9.43203,11.758,13.2374,13.3635,13.2666,14.8084
CG6767,119.456,62.7171,48.4807,43.8682,108.198,163.371
CG16719,0,0,0,6.64415,15.8268,19.7916
UbcD4,29.0221,29.3037,24.0922,26.6725,39.7368,46.9025
SH3PX1,28.5024,28.3188,22.5333,23.1001,36.0967,49.3437
vsg,73.7865,78.0682,96.0513,164.132,245.416,275.613
CG18178,48.0783,27.4266,15.017,8.82337,13.3635,16.473
CG18177,18.7221,12.7812,11.0289,9.5133,11.7312,13.2976
ATPsyn-b,947.254,835.439,797.899,450.13,252.426,187.245
CG42268,27.0154,10.3595,10.3937,5.80774,8.91024,11.0182
CG8177,56.8493,36.1317,22.5415,14.3268,8.65582,10.2877
Ilp2,23.7426,19.5987,9.10943,6.52753,3.90049,3.34716
CG33205,153.521,146.318,269.631,206.746,200.992,134.041
I-2,17.4363,19.049,16.2238,17.5299,21.4413,28.7383
CG10809,8.84538,5.80392,5.20164,8.28406,12.4711,14.3008
CG8108,53.5426,41.5963,35.4869,36.9686,50.5865,62.4067
Taf2,5.95446,6.77177,5.93384,6.92509,9.83542,10.8393
CalpB,17.614,17.0198,15.1975,11.4043,16.2911,18.1761
CG6707,25.3376,23.2694,20.2865,34.8079,58.9099,85.0588
nudE,17.1958,14.8235,15.0394,24.2699,41.2024,54.8289
Nc,4.17867,6.45763,7.7514,14.244,30.9908,73.0414
CG6674,5.47171,5.29549,4.48214,6.97996,9.4932,11.9365
Ard1,112.102,81.3191,63.4017,25.5117,36.4714,35.5076
CG42455,9.59551,18.7529,9.42948,12.4741,7.60844,13.2608
CG6640,8.57026,12.7938,15.4372,11.4667,10.9263,6.23468
ect,13.2114,556.599,78.9313,2.90788,5.20151,6.58281
scramb1,26.1699,23.1568,19.6101,23.3038,39.5903,71.4575
CG32063,0,0,0.680614,21.9488,57.0887,75.061
CG32064,0,0,0.58959,27.0546,71.0847,96.5408
CG32062,15.2136,6.21336,5.82325,4.0508,11.7913,11.5949
CG6527,0,0,0,4.79325,9.28911,13.1588
hay,8.38923,8.62145,7.8614,9.24198,11.5817,14.8308
E(z),18.5763,13.4385,10.3945,12.0453,13.7688,15.8915
CG8009,11.0243,15.669,10.4488,12.7912,15.3685,16.2484
CG32066,12.8205,9.52654,5.96912,6.6871,11.3154,19.8411
CG8003,42.6937,31.9827,21.8608,14.3936,18.7724,21.4007
CG32068,77.4031,78.8436,83.0421,97.2151,73.5885,64.24
simj,10.7646,6.93381,5.80309,5.61849,13.2133,13.2266
CG11811,51.9246,37.5127,40.0872,16.682,19.932,23.2135
CG33493,100.775,77.5551,103.1,116.848,140.101,106.31
CG6463,149.264,154.355,144.393,76.1505,49.9443,40.4408
NijA,4.61918,7.0569,7.24399,14.7837,28.3343,73.5768
CG12523,0.727855,20.5651,31.7608,0.0800148,0.0480434,0.0565176
tna,38.0971,13.9918,7.77648,11.0183,40.4019,35.1015
CG6418,8.50993,8.72998,6.62798,7.49804,10.5373,12.6766
CG6409,181.902,146.137,176.021,78.8508,101.14,88.2497
CG7949,25.1284,15.6397,12.2248,11.0053,13.8972,30.8418
CG6404,41.1959,44.3581,31.5573,7.93768,9.75685,11.5857
