Gene,L1 larvae,L2 larvae,"L3 larvae, 12 hr post-molt","L3 larvae, dark blue gut PS(1-2)","L3 larvae, light blue gut PS(3-6)","L3 larvae, clear gut PS (7-9)"
CG7372,2.62789,2.33048,3.00505,5.26929,10.4094,13.6004
Eig71Ea,0,0,0.0593883,2.27796,7.07277,75.1156
Eig71Eb,0,0,0,0.442021,1.99052,39.6515
Eig71Ec,0,0,0,0.0384104,1.45296,23.441
Eig71Ed,0,0,0,0.11874,1.55067,26.2515
Eig71Ee,0.0105599,0.00840711,0.0360353,421.829,713.45,765.594
Eig71Ef,0,0,0.0567703,0.0573037,0.670936,14.4094
Eig71Eg,0,0,0,0.117052,1.58134,18.4372
comm2,5.04461,14.8389,7.59185,9.87591,16.1189,24.1795
CG13445,2.43431,131.329,341.797,3.35404,0.137309,0.0538429
CG6151,55.3136,44.8303,27.9732,34.003,45.796,60.0989
Dcp2,22.1124,18.037,13.6858,12.2855,33.6836,44.8875
dbo,9.44389,6.66972,4.79594,4.96929,11.3896,16.0907
CG18081,21.0971,29.9892,20.1753,15.1321,16.3449,23.8256
CG15715,32.4726,36.7178,20.0013,17.3714,21.5275,30.6285
Pka-C3,11.9368,10.1033,12.3315,11.9853,22.0019,41.5798
GXIVsPLA2,10.2985,9.76692,9.95549,14.4198,13.6238,13.338
CG17032,100.803,71.1916,97.5878,52.5843,38.3802,22.0685
CG5931,18.6942,18.5484,14.3953,12.5309,18.7282,20.4933
CG10516,7.96682,4.11829,3.59936,7.15041,25.4815,35.7229
brm,20.0511,20.3076,16.5915,18.2446,32.2786,33.8053
CG17026,3.72344,2.60385,9.78719,17.6785,25.7563,35.2167
CG17029,182.224,103.116,169.838,98.0782,34.1416,14.9256
CG17027,10.5617,8.22764,19.0259,32.3073,32.2696,39.1184
Arf72A,45.2111,68.9907,58.4254,52.2446,49.5017,53.4045
Hip14,15.679,12.1718,10.2472,10.5757,17.6439,20.4139
CG5830,9.46725,7.91685,7.01843,8.13521,13.4066,17.8334
mRpS31,37.2952,41.7996,29.0546,12.4033,11.852,12.5257
mib1,13.6816,8.76243,9.08583,9.8687,16.7005,17.2655
th,77.7235,46.8991,43.589,72.8809,123.082,176.776
Mbs,26.6756,21.9434,21.0156,17.3552,38.2925,51.7926
CG13075,106.737,31.7098,193.321,42.277,32.1231,37.9859
CG5284,17.5306,23.1421,19.6931,21.9744,34.941,47.3963
CG5222,5.5574,6.33102,5.16578,7.42254,7.89273,10.1537
Zn72D,30.5466,23.3562,18.16,16.5552,24.953,29.3308
Taf4,26.7169,17.0933,14.5642,12.8075,26.3866,26.7233
CG12272,2.50166,3.66773,3.34251,9.96931,12.9907,19.9312
Pgm,170.551,155.955,204.545,196.039,114.942,56.2234
SsRbeta,160.534,398.019,249.284,145.691,111.388,147.965
CG5161,5.16767,10.882,8.59686,9.92366,13.5068,18.1052
CG5151,13.9072,10.1537,9.1228,14.6904,43.4757,47.9117
CG5018,23.254,11.0598,6.28407,3.177,4.28224,5.04141
CG5027,8.36836,7.17923,5.65026,6.73716,7.94875,11.7617
PDCD-5,53.5174,54.1978,47.7236,45.2414,46.7938,53.5571
MED10,12.7998,22.1349,16.4877,24.4699,27.9591,39.1307
CG13051,3.52817,61.5695,477.514,3.62628,2.03022,1.45376
CG13069,5.95615,55.5137,533.765,3.46293,1.29463,0.692266
CG4950,0,0,0.154683,2.07235,12.2215,31.4012
CG13068,0.881889,9.86001,398.03,1.25471,0.178429,0.0466447
CG34248,0.668545,0.718544,12.0914,0,0.0518511,0.0406646
CG13067,166.779,42.7177,1465.03,49.5794,22.2855,14.0728
CG13066,1.44399,22.3977,237.119,2.22967,0.0772365,0
CG13049,4.4289,231.118,201.037,0.195989,0.295322,0.397745
CG13048,0.461845,37.9827,25.256,0.0795424,0.0358198,0.028092
CG13047,11.2209,146.239,536.649,2.2804,0.41773,0.0546013
CG13046,1.33948,10.2668,26.619,5.78999,3.29995,4.2175
CG13045,0.177982,10.5667,6.85451,0.350325,2.28752,1.54655
CG4962,25.8461,12.8867,197.685,119.186,21.6656,6.01164
CG4982,83.0349,11.8312,57.0755,1.24485,0.313929,0.105515
CG13044,419.163,91.5425,351.692,83.8096,49.893,20.0691
CG13043,161.323,19.9131,413.718,41.1249,15.0018,9.49338
CG13063,8.71448,14.9297,163.183,20.8349,6.27398,5.7703
CG13042,0.364583,2.74134,11.1281,0.279072,0.0628365,0.2464
CG13041,6.90249,21.8917,169.449,7.52097,21.1953,19.4672
CG13060,7.83866,9.80973,125.247,5.55364,17.4862,17.6046
CG13059,84.0806,30.5913,321.064,3.90522,1.14072,0.372759
CG13040,2.64704,45.5856,241.435,2.08029,1.19592,0.437691
CG13038,6.75705,10.0309,6.49459,2.13439,1.92233,1.00507
CG4998,2.07408,128.281,58.8276,0.560724,0.904297,1.0217
mRpS34,58.5305,54.7053,36.1907,19.5708,18.8528,19.7107
CG4893,74.8108,30.1017,42.2301,30.3958,26.6042,28.7322
CG4842,9.69065,3.96349,7.23889,5.68915,4.80823,11.1222
roq,14.1329,22.9961,14.0331,10.128,21.3754,31.4163
CG4753,121.286,157.066,96.0846,81.9371,11.0563,1.9451
CG4729,71.1209,76.9691,68.0398,60.7141,58.1884,103.794
CG4877,5.03771,5.34018,4.68653,4.99051,9.09061,11.3887
CG4680,12.759,5.41535,5.49602,6.32578,5.51561,3.34856
fax,72.2256,36.5664,13.7066,34.2529,124.991,263.562
TMS1,48.3718,33.5981,36.6,79.5913,137.54,180.789
Aats-tyr,99.237,98.7371,76.078,47.3959,46.0501,52.5625
CG32159,1.51901,26.1218,3.43939,0,0,1.25357
CG13033,98.7327,21.9077,67.361,1.58473,1.15799,1.41504
CG4229,9.50389,9.19216,92.5278,0.793295,0.261976,0.0186778
Mipp1,103.491,64.472,61.8953,30.1496,11.811,4.0061
mbf1,71.5368,78.3415,70.2031,49.3397,61.3606,72.4173
Smn,14.1844,12.7957,12.2044,20.9992,35.0318,39.8836
Rpn12,59.7213,108.598,73.5924,120.138,198.891,278.668
CG4169,536.764,474.471,505.305,195.465,107.998,72.2667
Syx8,12.8363,11.5143,11.5179,18.8849,24.0616,23.1041
CG32163,5.94105,6.35213,5.45754,7.07575,7.76725,11.1459
l(3)73Ah,12.0134,11.616,8.01822,8.87468,11.9442,13.6323
tra,2.583,2.40117,2.08436,5.33317,7.63923,10.0232
Pros26,75.8827,139.622,115.901,159.392,269.13,319.117
Su(P),56.0492,51.8212,44.9968,24.7329,21.8024,20.7485
CG4101,7.23169,7.8154,5.14563,11.713,17.7571,28.5636
Mo25,22.9763,30.3521,22.7427,22.3322,31.7829,39.3463
Abl,7.4464,5.5591,4.19243,4.84968,11.4307,16.0485
Baldspot,61.9044,85.6233,70.7101,29.4609,31.0576,39.8444
Galpha73B,15.9133,11.6888,8.16051,8.26456,5.60724,5.24803
zetaCOP,100.053,131.535,86.8052,89.388,86.6799,100.417
CG13032,0.0131141,0.015661,0.134255,3.42179,8.16736,10.5851
Lasp,15.0255,12.8642,9.94964,9.79691,20.997,25.7173
PGRP-SB2,0,0.0616018,0.792129,0,12.0822,275.576
PGRP-SB1,12.6247,3.44957,24.0927,61.5175,101.941,33.1243
Dbp73D,14.0666,8.12304,5.36939,3.14194,3.44627,3.98677
CG9701,11.5937,8.60293,41.3267,21.5733,10.3036,32.7184
Nrt,12.6187,5.17552,3.66925,8.74054,20.3514,27.9639
CG9705,15.8343,28.1781,27.7027,60.2991,91.9664,112.41
CG9706,20.6271,27.2031,18.5958,13.2478,13.5424,12.2246
Int6,220.393,207.33,155.616,126.078,129.324,149.064
CG9674,85.3747,41.6202,34.0263,69.5074,102.492,68.3107
nudC,28.8764,35.0667,24.5269,25.9278,42.5586,65.2825
CG13024,7.09524,9.98569,16.4979,0,0,13.7341
TSG101,18.8251,19.25,17.973,30.0265,42.3195,61.5941
CG9669,33.7249,83.1403,49.4612,47.5363,41.6917,57.1028
CG9715,19.2933,10.9153,9.89199,11.4348,16.68,20.8845
sina,8.82882,7.36014,5.73524,8.89312,17.6012,24.7411
sinah,0.0197797,0.0157474,0.269992,6.84728,16.3226,21.3432
CG9951,7.86909,8.39696,7.70487,10.1037,12.4742,16.27
Lmpt,52.6511,48.6938,61.5197,33.399,60.1408,105.054
CG32170,14.0337,8.65973,10.9381,7.18855,6.43112,4.16207
CG11915,0,4.46499,8.95071,12.0245,7.30128,5.20975
CG11905,25.4541,121.001,37.6399,1.86606,9.28703,23.5191
Nc73EF,187.879,173.996,175.891,112.368,103.209,75.9372
Exn,10.4925,14.6591,13.9956,9.11734,12.2851,17.744
CG3764,10.5499,6.98404,6.64917,7.21382,10.5458,14.0789
CG6664,14.0433,13.6556,13.7742,17.5505,39.7899,56.401
CG7728,38.3702,19.9865,13.3145,6.12551,8.20545,8.85374
CG6652,0.134829,0.0916782,0.370855,6.69096,16.7823,19.4363
Fit2,10.9582,14.4491,10.1205,6.7366,8.01267,8.15981
scaf6,19.0958,12.6105,10.7073,11.1102,16.7245,19.5956
Papst2,8.05198,10.1083,8.96477,11.5935,9.10963,8.55967
CG14057,20.3973,18.0637,11.1726,10.9956,13.4074,14.7766
TpnC73F,301.525,399.351,664.688,735.56,637.68,605.99
rogdi,18.8525,18.677,12.9483,11.0712,11.4162,18.4816
CG7724,5.77468,40.7306,75.7936,4.02018,3.98285,3.51865
CG6512,65.9589,81.0894,64.0396,27.3349,30.0157,31.063
CG6479,10.2855,11.1372,7.33037,9.18289,12.8935,17.9412
Mip,10.2607,6.75005,3.65614,5.0212,4.23469,5.67718
CG13731,251.356,36.3841,471.93,101.281,106.952,35.6098
blot,6.66381,10.2417,11.7814,11.8707,29.1202,32.139
sec3,7.55965,7.92685,5.48976,6.62104,8.92339,11.9777
CG7630,1086.93,978.655,899.719,522.081,243.765,188.076
CG33051,19.5488,15.6533,12.6957,7.76664,8.95361,11.6575
frc,22.6407,21.6618,16.668,14.1789,17.6702,23.7841
CG32174,17.5948,21.7454,19.7728,10.5139,8.33614,8.28599
CG12229,0.709698,0.460169,0.436928,4.80097,10.7929,15.6383
CG7603,142.103,142.793,149.573,81.6881,50.4512,52.9772
CG7580,807.068,566.224,540.823,276.354,131.901,135.106
CG34250,16.5213,13.2835,14.0482,21.3172,22.1595,24.6089
Oatp74D,16.0418,19.1914,16.6552,34.2605,36.8541,33.3413
CG32185,0,0,0,0,12.2726,9.07346
CG7564,22.9572,18.6165,13.5108,10.3884,18.6564,19.5085
Nedd4,20.34,18.7177,16.7947,15.648,22.9834,29.8157
CycT,16.7152,11.4007,10.2535,9.22718,21.1238,23.5059
Eip74EF,0.521353,4.09906,7.24249,15.7519,43.783,74.1783
CG6259,42.7423,46.3795,39.0787,66.1641,97.3692,142.7
CG7510,8.98608,8.66549,7.16152,7.17722,10.489,18.6704
CG7497,7.06021,1.12159,15.6173,5.41362,3.37262,5.29
Pep,83.9669,105.795,75.3655,91.4423,145.084,162.595
CG32177,13.8612,10.8874,9.13093,9.61313,14.2747,22.7165
Krn,6.05238,6.57287,4.48223,7.06024,9.22215,14.7087
CG7484,23.1038,36.6115,29.2257,31.1011,32.199,39.1707
TORC,14.0287,6.37238,8.67665,4.82897,12.3785,12.9031
CG34251,14.4749,10.1483,17.3841,36.757,28.1271,16.9537
CG7460,8.932,10.5651,9.747,2.65405,0.669912,0.501502
Adgf-A,41.9399,44.0077,20.033,17.3519,11.7797,12.2264
CG32186,44.9047,8.66279,3.53631,0.799535,1.89084,2.20432
NUCB1,86.0885,107.624,128.68,108.136,128.754,110.891
CG5589,22.462,10.8307,6.5346,2.68426,3.79037,4.2398
CG32191,12.9608,14.0313,15.4776,12.969,15.8558,8.05537
cln3,26.6585,23.5131,16.523,13.1956,20.0139,40.5999
CG32188,22.3221,7.79075,0.0769434,0.155333,0,0
CG32189,72.8992,16.1849,0.283851,0.114607,0,0
CG5577,16.5191,11.791,11.5901,17.2419,16.8101,12.3692
CG5567,55.0618,58.2339,42.909,21.2161,14.4906,14.0804
MED19,16.4456,12.3,9.58825,13.7087,26.0373,58.8957
CG7430,318.053,269.408,301.315,131.358,91.1856,66.8472
CG7441,10.2724,14.4553,12.2827,10.0366,18.9119,22.3728
CG5535,21.3652,19.8615,13.1346,7.76236,6.3408,4.83151
CG5506,144.817,213.334,224.925,275.087,168.095,106.788
CG16775,26.6962,33.534,21.0474,6.4123,1.90392,0.423063
CG7402,2.79962,4.40205,6.47526,6.46914,10.543,10.3498
Tsp74F,11.0236,12.4938,12.2247,8.83469,13.2235,14.6681
Prestin,25.2451,27.5357,20.4833,19.6342,17.9729,19.4643
CG14353,3.25453,4.7469,4.44675,5.40814,9.72194,11.2898
CG5290,11.8985,7.65043,6.1401,3.50163,4.69623,5.71922
Eip75B,35.3552,20.3381,16.6339,10.2697,50.9868,84.6608
CG32192,0,0,0,2.65349,7.7951,13.049
CG42393,0,0,0,4.09465,7.96105,16.4045
CG34253,0.263124,0.493783,1.21859,11.6206,35.713,69.0259
CG13698,6.95592,8.64792,4.57252,4.91933,10.6595,18.7328
mRpS26,82.8646,76.8496,55.7787,18.6281,18.2854,17.6774
CG5147,24.2717,14.0402,10.2465,7.35342,11.5468,12.3527
CG32195,5.71782,9.38688,13.4571,3.77962,2.33675,3.14826
Cyp312a1,0.0405781,0.0258446,0.816984,5.85649,10.436,39.8068
gk,3.82988,15.774,10.8231,13.1735,16.624,20.2511
CG7330,2.54354,65.2542,21.4251,1.68681,1.76865,2.13396
CG13699,0.290475,12.6462,3.03241,0.0131652,0.0355716,0.0650937
CG7320,0,0,0.41848,14.6656,12.5784,9.59434
CG4306,0.448572,2.92397,13.8484,44.9777,37.0735,25.8522
CG32198,275.431,720.54,929.367,854.211,368.462,83.9572
not,7.68455,8.10391,6.1979,6.90947,16.6719,30.688
MYPT-75D,11.4166,10.4858,8.75132,5.43317,5.80038,6.51612
CG18811,36.7292,34.0693,32.8787,39.7362,75.8678,77.919
GNBP2,2.72032,1.49334,4.47795,10.3461,11.3675,7.26836
GNBP1,5.2315,5.52553,12.2546,12.1199,12.8663,14.2189
Sgf11,6.95055,9.21254,8.56868,11.1815,12.2624,14.797
Chmp1,46.8517,41.403,43.0359,70.9992,90.3963,95.3088
Cyp12c1,17.6993,19.9266,23.6816,17.3862,13.6517,14.5879
MED11,18.3448,17.6134,14.5912,20.9884,26.1509,34.4026
Aut1,25.6452,23.6805,23.163,44.518,58.4093,64.9103
ftz-f1,6.48719,20.9262,14.0034,1.83563,2.52266,1.09218
CG14073,5.99681,7.85193,4.89544,6.0669,15.8789,26.6898
l(3)neo26,5.29392,4.44006,5.33231,7.62804,9.53017,10.5447
Cat,70.2652,120.314,232.599,365.744,309.112,346.928
Indy,98.3298,91.8133,115.184,69.3437,50.773,67.7351
CG6852,77.2447,113.707,91.8499,104.657,66.909,68.0527
CG34255,6.52563,11.4543,10.1132,12.2357,12.5383,18.8326
Ugt,13.1118,29.3154,22.5742,17.7335,24.0243,27.6211
CG3961,12.5117,8.82362,12.4642,42.873,59.0178,34.5279
CG3902,606.163,368.565,503.573,159.787,52.2216,27.6784
RpL26,4715.86,3520.68,2861.33,2351.64,2230.29,2244.03
CG6843,8.63447,7.78879,5.42776,8.566,11.4745,14.0359
CSN1b,17.2112,22.5645,19.2994,22.4177,26.7197,31.7741
CG6839,46.057,132.202,24.4993,459.382,180.13,47.176
CG3819,269.509,490.014,86.807,319.809,118.819,29.8628
CG6836,5.4228,18.1588,6.09363,2.07545,1.4954,2.31891
CG14075,20.2235,10.0263,5.33277,3.90522,4.27771,2.53476
CG18135,76.6521,98.5488,55.3419,74.7919,100.346,84.5801
CG3808,13.6835,7.24847,5.1246,2.76987,4.47666,4.73872
nkd,8.35404,4.3847,2.63395,3.41833,9.06509,12.482
CG3797,6.31366,7.60575,10.3046,9.67951,15.493,22.6893
CG6812,7.99088,13.341,16.3398,15.0978,21.8432,26.4183
Mkp3,12.0234,7.16474,4.76934,4.12015,8.19548,12.8464
MESR6,6.2631,9.49553,7.17093,14.1656,48.4099,148.059
CG11577,6.83789,11.3145,8.75947,8.30647,12.851,19.7007
CG10424,6.26954,13.5311,14.8739,21.8344,26.0768,34.6233
fz2,26.944,14.4898,10.7084,15.0322,36.8392,48.3462
mRpL21,57.7829,61.1138,41.5432,12.481,12.8469,14.4365
rept,35.8548,34.0441,22.6422,24.6979,34.9694,37.5923
nes,15.8678,20.6141,20.1128,11.8762,14.5337,24.8128
Max,23.0168,18.724,14.9256,13.1126,15.7857,23.1718
CG9666,14.0232,14.4333,10.1623,8.77625,12.3906,16.5558
CG9629,84.1776,76.6159,104.454,49.7466,35.5469,29.5603
CG14089,13.7667,333.22,48.3197,1.28063,0.560222,0.284291
CG9619,22.6475,17.783,15.8908,18.8137,24.1136,14.2536
fal,5.24547,6.83053,6.51177,7.91142,11.7769,16.5936
pip,38.921,72.6603,35.2204,11.3076,6.93123,6.72696
CG14095,2.37123,49.1554,102.958,0.89457,0.280241,0.274726
CG14096,0.34225,8.25611,31.3587,0.11789,0,0
CG32214,0.081711,5.8548,29.8356,0.211093,0,0
825-Oak,0.406152,8.05896,77.3487,0.484273,0.0969243,0.0760135
CG12519,0.482742,8.8622,59.886,0.244534,0.0440478,0
CG18294,0.5987,11.4623,63.6265,0.343708,0.132669,0.173411
CG32213,0.156212,3.88024,19.617,0.26904,0,0
CG32207,1.02052,1.31895,1.74125,7.21307,7.77105,10.8992
pncr009:3L,3.05737,4.66267,8.26875,27.7556,32.6998,41.6106
CG9449,153.199,21.5388,84.5467,168.768,107.35,70.6178
CG9451,19.3528,33.7035,54.4365,11.5396,6.36442,4.27829
CG9452,3.22371,1.45361,2.38514,4.45479,5.75279,52.7171
Cpr76Ba,15.1564,3.4529,26.8949,0.160637,0.144677,0.0850981
Cpr76Bb,56.04,2.50521,42.3374,0.04137,0.186299,0.262992
CG32210,12.059,12.4523,10.3935,10.1557,16.2439,18.9442
CG9300,31.4238,16.2343,10.279,5.82271,6.37754,7.56305
Shal,21.7721,8.76676,4.06325,2.26956,3.52547,5.01902
CG9231,8.07979,18.4672,17.0043,11.8651,12.5538,15.4435
CG9330,46.1822,37.6836,33.6461,24.1174,28.38,33.8542
CG14100,15.777,12.7195,9.77039,3.65466,4.74718,5.69578
Taf6,11.905,9.18999,9.74683,13.4095,18.5637,21.508
CG9372,13.0011,13.9935,32.3616,22.118,17.1325,14.2678
CG8798,21.884,26.5321,19.7447,10.8284,12.9973,15.8557
CG9376,8.02211,10.2884,8.28464,11.2192,12.3267,15.1705
asf1,18.6139,23.4083,14.7456,16.1436,19.5483,23.4642
wnd,17.1177,9.03506,8.12342,6.42689,11.8152,15.9037
CG8786,4.99519,3.49825,5.15218,4.69393,10.3113,12.9095
Oat,279.879,159.525,145.326,101.322,158.373,217.872
serp,151.119,328.369,454.255,120.45,88.643,93.309
HLH106,96.6879,72.395,71.7729,45.53,44.7229,40.8647
CG14103,10.0577,16.9365,14.3285,21.1662,25.2518,32.209
CG15881,23.0881,43.3377,40.2247,22.5165,18.7276,25.4272
Kap-alpha1,31.2478,27.4856,23.9695,21.1436,30.3048,36.3043
Cyp305a1,17.8592,15.699,7.91893,1.24249,0.882802,0.750851
cyc,2.71061,1.06833,1.05321,5.9164,11.3788,19.9373
Fibp,11.6514,10.952,9.55072,9.99368,11.169,13.218
Deaf1,28.1281,14.999,11.3601,10.9563,20.5291,23.7411
trc,23.5945,22.108,13.0117,15.2778,32.8347,49.1232
CG32221,4.82614,4.84581,4.33088,6.36406,9.13335,10.6078
kto,6.97931,5.53437,5.44681,6.77437,13.8063,12.4595
Papss,30.0431,57.0605,31.7621,18.065,18.5016,14.8322
Rab8,22.2076,30.5078,20.9975,23.6294,33.8027,48.367
CG8334,12.546,9.10983,6.6065,4.94337,9.39111,10.445
Mi-2,26.4127,28.9554,23.703,23.9575,39.1353,43.2168
Su(Tpl),35.7934,31.6514,35.6975,19.7392,38.8585,43.5642
CG7757,17.0312,14.4226,11.4073,14.3553,21.4755,24.7432
Mtr3,25.9923,17.1775,11.917,7.31638,9.63095,10.5405
Rpn1,48.5004,86.259,63.7326,91.7745,184.8,242.895
Su(z)12,14.5464,11.0502,9.50205,9.0598,16.2072,18.5038
CG7770,69.6139,88.6794,75.0687,51.5842,54.308,70.4153
Grasp65,46.1419,64.3158,60.5065,47.8779,48.5414,36.1642
CG8004,35.9264,29.6597,23.1164,13.4825,14.5463,16.6232
RhoGDI,44.2531,68.4007,51.4026,78.288,103.214,138.463
Ac76E,23.7256,16.6659,24.5391,12.4389,10.8921,6.34475
CG14182,7.80654,4.7514,3.61952,7.30707,10.5736,11.5268
CG7646,18.4663,11.4883,4.83508,6.17721,8.77247,21.3471
Nca,15.1351,15.3944,14.6215,18.0539,22.2919,36.4857
CG7433,84.9127,111.902,87.8156,23.2542,14.3592,13.9321
Tom20,158.8,170.319,118.929,56.0503,65.5396,70.8795
CG7668,7.83124,17.5714,16.6988,26.4475,31.6012,56.5269
fat2,7.80749,4.93616,2.91501,2.95447,9.04686,14.2561
CG14183,0.380575,0.340865,0.396827,2.20306,6.92823,11.0599
CG14184,28.6277,19.5537,23.5217,37.7973,44.3244,53.3313
CG7365,7.79363,1.02035,12.8102,3.43026,1.54473,1.00078
gig,10.7969,9.67674,8.38792,7.64911,10.375,10.9278
obst-J,71.9681,75.4879,70.5358,75.8907,99.604,107.703
CG6981,191.047,134.052,78.9342,97.208,84.0963,132.608
obst-F,47.5014,47.7393,45.9604,61.6639,42.5531,19.1097
CG7298,1097.69,835.53,671.994,576.334,433.467,248.767
CG7290,390.805,454.293,321.052,652.503,537.906,316.425
CG6996,23.589,14.1983,8.36394,45.8276,60.767,44.4611
CG7017,841.956,546.102,535.56,421.735,533.418,408.164
CG6933,835.898,762.586,581.702,873.251,749.538,411.042
CG17145,141.407,117.138,72.5973,318.449,115.091,33.5962
Su(var)3-3,38.6356,23.9002,20.4742,48.7644,27.7122,10.841
CG17233,15.4816,9.12702,8.67507,8.76073,16.0183,15.1364
Clc,64.4233,115.18,73.7074,88.2912,128.854,170.727
CG6480,9.56568,12.5966,9.18603,12.1363,15.6552,20.6898
CG32226,10.1073,5.82733,3.86885,4.06561,7.49774,8.14626
CG6597,15.4351,14.6741,12.6194,21.1256,23.7037,28.3822
CG32225,27.924,7.71312,2.23487,0,0,0
polo,2.33979,4.38133,8.27346,24.8047,41.5313,49.0522
Snap,46.9854,42.5442,31.3152,40.7653,56.2285,93.0265
CG6680,16.2338,15.039,23.0139,23.592,26.2364,26.3783
eRF1,163.222,153.951,122.381,80.6069,109.296,173.338
CG5618,19.3522,24.1121,13.3657,17.5459,36.0928,94.3454
kin17,8.10069,6.90938,5.96658,8.24951,13.0365,18.029
Ide,28.7652,27.6741,22.3409,16.7566,19.5302,24.1248
RhoBTB,14.1833,7.50479,7.2236,20.4927,36.4603,60.4506
CG5498,6.78976,6.9122,7.09052,14.3798,18.94,26.7114
fbl,48.5147,83.4517,62.5661,56.8199,64.0887,77.2903
CG33969,6.01286,6.78303,7.46236,7.51708,8.21499,11.0345
trbl,14.7576,13.9256,19.5971,15.4896,17.5532,16.2752
CG5847,4.29476,38.3343,22.3121,53.8202,101.142,39.7153
CG5282,10.735,3.79369,0.920426,1.84267,3.01237,3.86089
CG5262,2.14191,2.94647,2.6481,8.07943,13.5077,20.8453
Las,27.7732,23.5727,23.5249,12.0885,12.4082,13.7531
Psn,15.2322,25.0605,19.5059,32.7021,46.1459,57.5135
mRpL15,49.0842,53.7055,35.8287,12.2642,11.6142,12.6622
CG11796,280.504,104.961,245.497,11.4361,2.18463,1.65521
CG5910,11.573,6.07727,8.0305,13.6263,11.4223,16.8887
CG5932,16.3819,3.71185,78.5119,547.665,296.406,118.796
CG5955,73.9394,36.4648,59.6871,12.1618,3.74106,1.12336
CG32428,20.2998,13.6911,12.6793,18.8472,34.5602,32.621
CG5969,27.8658,39.3429,25.7572,17.739,15.6919,23.9702
CG5976,14.0139,18.3089,9.62391,8.68828,11.1161,15.6443
CG5130,14.8535,13.8036,10.857,5.90979,9.68196,22.9253
CG6020,369.722,322.818,326.144,173.283,109.582,78.7352
CG32425,100.744,78.6301,75.1348,28.3985,26.4993,27.7893
CG5059,11.3272,10.6139,13.6609,57.8357,189.558,385.47
CG5104,15.7283,16.4182,11.6007,18.5137,20.9466,29.125
CG4825,95.0935,80.0524,46.273,13.0868,15.9189,18.4349
CG4858,34.4313,33.4195,32.5302,34.0345,34.4315,39.9477
CG13253,28.6026,7.91407,1.96965,1.40185,3.00394,3.79879
CG13252,15.1382,11.73,10.4507,13.9458,25.2513,53.8939
CG4042,23.2557,24.7674,19.083,10.6957,10.0392,11.0757
Pitslre,40.8338,22.6853,19.9494,31.6452,51.2943,59.8448
CG3947,13.06,11.5784,8.76444,16.2311,11.8499,13.4127
CG4289,22.9821,30.8648,26.1077,23.711,19.2317,18.6232
CG11399,7.16476,5.83833,3.50022,3.81412,10.5326,20.6818
CG11396,5.69486,7.43274,6.59519,8.3562,9.5014,15.1213
CG4365,62.9979,69.7428,62.9368,58.7385,51.9989,41.5422
CG3634,9.48989,7.82193,6.73081,7.25341,11.5839,11.4163
CG3680,10.658,10.4214,9.30674,10.0979,15.0661,17.5409
CG3618,12.843,6.45896,2.91421,4.6225,6.9158,9.4039
Pka-R1,58.3221,54.9753,59.6372,47.5889,42.8427,42.5925
Mst77F,0,0,0,22.2463,50.4582,72.0573
CG13255,19.2746,13.2215,20.4689,42.1192,52.1182,83.0425
CSN3,18.0705,20.6727,19.9239,26.2856,35.2861,45.7934
fng,8.26342,6.14316,3.94696,8.26185,16.1811,28.1809
CG10589,0.191346,0.12187,0.244595,4.82918,10.6655,15.9791
skd,9.07674,6.4928,5.15018,3.65938,10.6228,13.4486
CG10585,15.5424,76.5881,19.4312,7.44857,8.7829,7.08707
Sin,26.187,17.4715,12.8548,11.5695,13.5172,15.1781
siz,17.3306,18.1421,14.1396,14.2827,29.9211,36.5589
ko,12.2578,8.69798,9.06932,7.25671,13.6883,21.2709
CG33284,0,0,0,5.89059,12.9757,17.1443
CG10565,135.421,76.8395,62.3131,30.2635,37.9664,37.5974
chb,21.6909,19.0623,18.2524,15.3113,28.779,31.3025
asparagine-synthetase,22.5127,23.3192,38.7948,34.029,35.0405,21.7851
CG33054,9.56539,13.6144,9.62717,20.0382,16.811,16.6084
CG33056,13.0908,14.7929,11.3123,19.2039,13.1506,13.1371
CG10512,167.771,146.487,145.468,123.385,80.0585,33.518
CG10508,10.1826,3.20127,0.98798,2.22653,3.65314,5.37281
CG12975,26.8537,22.0571,11.4268,7.1495,8.18674,10.8052
Ilk,51.3414,43.3025,41.7972,37.1961,38.5361,47.8015
Eip78C,2.31965,4.67103,1.40664,0.456176,7.74779,54.3982
CG9391,28.7735,41.1113,31.5818,28.2883,30.5857,33.2103
CG9389,0.105185,0.0558282,0.131613,6.17146,14.0209,18.6394
AcCoAS,152.233,198.616,224.874,126.091,61.2167,26.8008
ppl,117.996,106.998,162.748,87.1303,80.4306,89.6344
CG12974,67.8578,53.1097,30.1076,69.8177,82.7922,121.019
pzg,33.2511,27.1029,21.7243,20.9415,38.0558,39.5546
Cpr78Ca,1.08299,0.118926,20.2626,17.1728,14.1343,13.0838
Cpr78Cb,5.82317,7.67056,15.2549,0.445737,0.200726,0.28622
Edg78E,2.61002,4.22672,16.7253,3.49908,0.64409,0.577294
Cpr78Cc,405.447,141.317,738.544,219.361,19.011,1.65661
CG11309,40.3968,44.1304,49.4595,66.7119,32.8445,18.8029
CG7632,12.9965,14.8968,9.88432,6.34951,8.64615,9.55212
Rab26,14.4445,3.36941,1.12751,0.816643,1.69601,1.61726
CG7338,73.6335,36.4075,25.4761,9.59395,12.8578,14.7989
