Gene,L1 larvae1,L1 larvae2,L2 larvae1,L2 larvae2,"L3 larvae, 12 hr post-molt1","L3 larvae, 12 hr post-molt2","L3 larvae, dark blue gut PS(1-2)1","L3 larvae, dark blue gut PS(1-2)2","L3 larvae, light blue gut PS(3-6)1","L3 larvae, light blue gut PS(3-6)2","L3 larvae, clear gut PS (7-9)1","L3 larvae, clear gut PS (7-9)2"
Jon66Cii,30.618,30.618,223.45,223.45,101.425,101.425,1912.68,1912.68,179.407,884.26,179.407,179.407
CG7120,6.1449,5.14825,3.30038,2.70789,2.59241,2.1657,6.70185,5.61317,6.1718,8.39601,6.1718,5.16272
CG33057,2.24571,2.20386,1.13986,1.14948,1.28377,1.2651,2.44697,2.40742,3.51811,2.56319,3.51811,3.56174
mkg-p,5.51502,5.5979,4.66082,4.66609,4.42011,4.46423,4.95398,5.04772,13.4353,9.38596,13.4353,13.4713
CG13667,7.40652,7.50968,6.96738,7.17583,5.26272,5.41224,4.79834,4.92245,8.26142,6.84572,8.26142,8.50636
Oseg1,1.25151,1.30661,0.867647,0.90059,0.589612,0.607432,2.04122,2.12041,5.09513,4.26808,5.09513,5.29601
exo70,6.07894,6.27454,6.10032,6.35081,5.99146,6.17094,8.12542,8.36234,13.7929,10.5808,13.7929,14.2975
mtrm,0,0,0,0,0,0,0,0,0,0,0,0
CG32354,9.23367,9.25091,23.9714,23.5885,3.63042,3.60422,2.39706,2.3639,9.75974,5.3849,9.75974,9.49318
Cbl,9.40316,9.99903,7.83932,8.53631,6.66698,7.16326,7.97651,8.63793,18.4789,16.6853,18.4789,20.1417
Unr,22.9243,23.7495,17.1291,19.0376,13.3904,16.5905,11.5641,13.3817,34.6779,29.3929,34.6779,35.543
CR32028,0.735939,0.781739,1.82324,2.84418,2.57E-12,2.38082,0.0000001,1.28846,2.06391,3.35096,2.06391,4.83677
CG6983,11.7621,14.2654,10.257,12.1844,7.96511,9.47096,6.34526,7.49643,13.0189,10.0186,13.0189,15.1563
Gug,17.2842,14.5815,10.9801,9.94889,8.7556,7.88208,6.72225,6.15401,18.3145,15.8966,18.3145,16.8169
CG6915,1.78375,1.82602,2.14358,2.18998,2.08788,2.13824,2.2255,2.25934,5.04327,4.49128,5.04327,5.10867
CG6902,0.0000737,0.132047,0.066722,0.210255,0.141569,0.225304,0.000492703,0.136453,0.0418552,0.450617,0.0418552,0.7068
CG6745,13.5265,13.7008,10.6411,10.7795,7.64518,7.75507,3.72885,3.78203,5.49476,4.41733,5.49476,5.56985
CG6765,7.86624,7.8817,1.80526,1.81637,0.620049,0.619426,0.658999,0.659037,2.1489,1.62357,2.1489,2.15165
CG6683,1.33067,1.47118,1.60453,1.82197,1.25646,1.44526,1.86903,2.12428,4.60488,2.99662,4.60488,5.26065
CG6776,75.0261,79.3935,99.1273,107.047,91.7997,95.0772,119.567,123.655,189.532,153.293,189.532,201.664
se,0.0359932,0.0193047,0.15243,0.120869,0.119133,0.125619,0.128615,0.101031,0.358052,0.169423,0.358052,0.383168
CG6673,94.6452,96.1849,125.434,127.711,107.914,109.875,60.8388,62.3256,42.9779,43.8651,42.9779,44.3346
CG6662,0.430478,0.48355,1.18486,1.29928,3.05276,3.42913,13.0233,14.6522,21.8815,19.6189,21.8815,24.504
foi,19.134,19.3606,14.885,15.0197,15.1241,14.085,11.6798,10.8147,18.4322,15.6974,18.4322,17.1465
ergic53,58.3249,71.3981,120.611,145.2,88.1849,107.177,51.6567,62.1197,60.9265,71.7197,60.9265,73.0526
rhea,68.1168,59.046,41.7581,36.9164,36.6037,33.8785,29.3048,26.8721,56.5513,45.9422,56.5513,51.1026
CG6638,41.6039,42.03,48.1111,48.6169,46.2304,46.7717,18.5935,18.824,11.2515,11.7108,11.2515,11.3342
CG32352,29.622,29.7867,25.7613,25.8889,39.8867,40.0483,19.3756,19.4433,6.9877,16.9825,6.9877,7.00905
CG32353,4.19223,4.19223,4.7133,4.7133,11.3069,11.3069,5.04185,5.04185,3.15673,6.5581,3.15673,3.15673
CG32355,38.4653,38.4877,38.6803,38.7461,57.96,57.987,32.0742,32.1114,15.5902,29.0911,15.5902,15.7115
Nelf-E,5.77245,5.88325,7.3331,7.38268,5.50046,5.59215,8.99286,9.15967,18.541,12.7861,18.541,18.776
RpL14,3163.25,3632.99,2605.35,2990.89,2049.66,2370.57,1744.35,2003.42,1671.3,1809.56,1671.3,1930.41
snoRNA:U49:66Da,0,0,0,0,0,0,0,0,0,0,0,0
snoRNA:U49:66Db,0,0,0,0,0,0,0,0,0,0,0,0
CG5989,29.9607,32.5432,30.9161,34.2579,31.0513,33.438,23.1039,25.2036,21.8743,23.5392,21.8743,23.9521
CG6282,5.53996,5.84298,1.79234,1.88843,0.393713,0.421394,0.382913,0.40061,0.775321,0.566935,0.775321,0.82944
CG6372,0.315383,0.331294,0.0409941,0.0430622,1.30686,1.37279,35.3397,37.1225,104.224,94.9019,104.224,109.474
CG32351,0.0138904,0.0138652,0.0165504,0.0165023,1.0155,1.01343,19.9045,19.8741,63.6607,50.802,63.6607,63.5803
CG5978,3.975,4.04084,7.78397,7.91635,5.04608,5.14171,7.89335,8.04852,18.4863,12.142,18.4863,18.814
Cdc6,0,0,0,0,0,0,0,0,0,0,0,0
Cpr66D,1.34601,1.60385,112.707,133.912,76.1103,89.9153,2.11222,2.50693,6.55513,4.7666,6.55513,7.72241
CG13305,1.12191,1.2731,0.609568,0.688676,0.67091,0.77568,0.244763,0.256662,0.271068,0.262689,0.271068,0.295354
CG6486,6.97325,7.2911,4.17955,4.20379,5.73624,5.9375,2.55227,2.65173,2.31103,2.07836,2.31103,2.34868
Arr2,1.13707,1.20976,0.542858,0.563064,0,0,0,0.272462,0.266452,0.303132,0.266452,0
SrpRbeta,43.7072,48.9886,58.6488,66.645,39.438,44.4076,26.3687,29.3445,33.4423,28.4761,33.4423,36.8702
CG32022,9.63019,9.81499,12.7305,12.9626,8.95794,9.10376,9.11962,9.29463,15.2188,10.8138,15.2188,15.4737
CG6511,3.20674,3.36619,3.37299,3.53278,3.03491,3.18016,2.89475,3.03298,4.97334,4.5836,4.97334,5.18431
Cp18,0.386499,0.596591,0.316177,0.404604,0.465715,0.565516,0.401735,0.456664,0.257071,0.445568,0.257071,0.21504
Cp15,0.101273,0.139226,3.56374,4.8106,0.691186,0.902702,0.662797,0.863228,0.02464,0.34554,0.02464,0.033874
Cp19,0,0,0,0,0,0,0.297798,0.417323,0,0,0,0
Cp16,0,0,0.0140557,0.0157691,0,0,0.0615242,0.0682263,0,0.0307239,0,0
Prm,570.51,502.903,684.123,606.384,1178.19,1047.42,835.183,743.967,300.013,569.691,300.013,268.872
CG13306,0.796682,0.88786,1.49918,1.56366,1.35933,1.42309,0.41579,0.463375,0.0587377,0.0834676,0.0587377,0.0654601
CG6576,0,0,0,0,0,0,0.920159,0.920159,3.84058,2.6934,3.84058,3.84058
Fhos,6.13903,5.87263,9.63749,8.91288,11.5622,10.319,12.4972,10.24,25.9997,17.2682,25.9997,24.5677
CG5804,526.342,1018.98,804.466,1554.95,1214.07,2347.02,416.701,804.013,3.71516,80.585,3.71516,7.15563
CG13310,0.28105,0.30916,0.509296,0.511203,0.230329,0.263751,0.0178841,0.0204792,0,0.0553336,0,0
CG13311,100.134,111.819,37.0014,41.3459,141.221,157.75,34.9271,39.047,2.88462,11.592,2.88462,3.22489
CG34426,43.6854,46.0938,16.7285,17.628,71.6805,75.3671,18.8839,19.9372,3.08806,8.66258,3.08806,3.26029
CG32023,0.0512153,0.0546297,0.0203872,0.0217464,0.349543,0.32624,0.396931,0.376349,0.436128,0.211849,0.436128,0.431974
CG34427,13.2239,13.399,20.0248,20.5121,13.9389,13.2574,6.21186,6.35725,0.392908,0.887474,0.392908,0.426586
CG13312,4.16496,4.09722,4.16272,4.09409,42.726,41.7311,7.21735,7.00854,0.405338,2.48598,0.405338,0.423836
CG32024,0,0,0,0,0.0328871,0.0339833,0,0,0,0,0,0
CG13308,0.0221033,0.0261207,0,0,0,0,0,0,0.0565078,0.0405175,0.0565078,0.0635523
CG13309,0,0,0,0,0,0,0,0,0.0204995,0,0.0204995,0.0221666
dally,15.2147,18.8758,11.9409,13.8956,10.6715,12.669,10.9416,12.1169,29.3124,25.4338,29.3124,32.5349
CG32026,0,0,0,0,0,0,2.55515,2.51956,8.84496,6.39682,8.84496,8.75917
Mcm7,15.131,15.5984,14.578,15.0107,9.49231,9.77924,14.2993,14.7265,19.0598,18.0067,19.0598,19.6346
TrpA1,2.40475,2.04616,1.26414,1.0831,1.05932,0.931127,1.82816,1.57506,0.899256,1.01226,0.899256,0.704311
tRNA:CR32034,0,0,0,0,0,0,0,0,0,0,0,0
mfr,0.00841566,0.00846324,0.0128654,0.0127956,0.0349704,0.0347568,0.476501,0.482213,1.21616,0.914179,1.21616,1.22776
Tsp66E,45.1143,46.3956,41.9148,43.5742,23.3034,24.2124,13.8825,14.2937,18.4696,19.8289,18.4696,19.0851
CG5741,3.20658,3.05441,3.05253,2.93879,3.21566,2.98322,5.25518,4.64297,13.8685,10.0958,13.8685,11.9606
orb2,9.07142,10.0037,4.51829,4.44432,4.2211,4.27465,9.50219,9.58226,33.9324,38.9632,33.9324,36.2466
CG32033,0,0,0,0,0.330648,0,0,0,0,0,0,0
GNBP3,12.6543,12.72,14.2953,14.3213,29.9657,30.1463,69.1896,69.749,82.6221,80.3527,82.6221,82.7993
mRpL12,110.525,151.012,123.06,168.302,81.4143,111.055,20.9981,28.7638,23.7101,31.3839,23.7101,32.3981
CG13313,0.889542,0.930684,2.47299,2.56246,0.563045,0.582256,0.259458,0.253791,0.0872692,0.144364,0.0872692,0.0943489
CG5660,3.84451,4.00088,4.58766,4.75612,2.90627,3.02448,2.02108,2.10329,4.3413,3.55538,4.3413,4.4957
CG5653,0,0,0,0,0,0,1.56892,1.56892,5.15965,3.67696,5.15965,5.15965
CG5021,22.0504,21.8056,29.3138,29.2625,22.2035,21.7972,31.3725,30.8872,34.2035,29.7856,34.2035,33.8236
CG5026,5.51326,6.29893,6.26434,7.061,6.81329,7.75754,9.87563,11.201,18.2115,17.4981,18.2115,20.4695
pix,212.449,225.068,190.96,202.401,154.02,163.125,138.62,146.881,179.244,162.673,179.244,190.159
Srp68,54.9789,57.0728,80.9683,84.7748,51.046,52.9509,32.6957,33.981,38.0693,36.8443,38.0693,39.5774
CG5644,0.0719153,0.0754876,0.0830318,0.0871513,0.0546598,0.0716363,0.0827599,0.0868759,0.595674,0.35138,0.595674,0.65516
CG13314,0.746754,0.865686,0.89298,0.958896,7.06342,6.87159,2.67236,2.78743,41.3428,9.22459,41.3428,43.6814
CG5288,12.9584,13.0215,20.7888,20.7897,32.3759,32.6412,31.9667,32.3274,50.8983,37.002,50.8983,50.8085
CG5068,14.5547,15.6045,11.6127,12.1789,9.27944,9.72248,9.43501,9.95382,16.429,13.9796,16.429,17.1924
CG5280,0.400624,0.421346,0.272547,0.289181,0.288443,0.297483,4.53438,4.75441,11.6826,11.0432,11.6826,12.3017
smg,77.544,8.29534,71.3845,5.57939,48.0334,5.19463,47.0301,5.04024,64.6893,10.4255,64.6893,10.1275
CG5087,6.21881,6.19727,4.83518,4.75148,4.4096,4.32518,4.95987,4.87319,9.15357,7.93184,9.15357,8.99907
Doc3,2.48292,2.6003,1.08297,1.13417,1.37018,1.4057,1.38305,1.43369,2.58188,2.23639,2.58188,2.6935
CG5194,0.404286,0.43301,0.444924,0.476547,1.19668,1.26034,3.86242,4.14556,6.66669,5.07703,6.66669,7.11128
Doc2,1.79474,1.95405,1.05732,1.1534,0.833642,0.906944,1.1251,1.23454,2.46617,2.29303,2.46617,2.70659
Doc1,7.23518,7.45206,3.51212,3.61359,3.897,3.96041,3.71697,3.57683,7.88601,7.28837,7.88601,7.72798
CG5144,0.217799,0.199478,0.528196,0.502906,0.579915,0.529446,4.54333,4.35172,11.9648,8.80138,11.9648,11.4728
Argk,1540.93,1670.88,1743.54,1893.14,3222.3,3505.33,2940.75,3199.48,503.215,1725.34,503.215,544.901
CG4911,2.8525,2.69615,3.30163,3.1016,3.83112,3.60847,7.44435,6.60315,46.4091,24.6517,46.4091,41.8337
CG4942,4.22503,4.33543,5.16914,5.40752,4.2408,4.38148,3.24604,3.38878,3.40609,3.19005,3.40609,3.4755
Tequila,10.3537,10.4487,9.57157,9.58855,12.5521,16.4459,20.6444,20.8016,10.6687,15.8584,10.6687,10.6138
CG32032,41.5294,52.9017,22.1819,28.1105,16.6104,20.2206,13.5817,16.9124,22.1246,23.9971,22.1246,27.5332
CG13315,89.8288,89.8288,169.709,169.709,168.951,168.951,332.447,332.447,56.3806,193.642,56.3806,56.3806
bol,15.3405,14.4242,13.5616,12.1048,13.2851,10.317,11.3948,10.7495,28.4093,26.6424,28.4093,27.0686
Dhpr,79.5454,80.8009,67.2249,68.6852,79.3877,80.5025,84.6358,86.3564,551.562,307.712,551.562,560.095
Use1,3.01889,3.30184,7.30854,8.04962,5.10658,5.79919,5.91251,6.50686,11.7971,8.624,11.7971,12.7775
nwk,27.3868,29.719,10.0401,10.7574,3.29038,3.28766,1.61453,1.7058,2.18781,2.43019,2.18781,2.35133
CG4641,13.81,13.2408,5.68222,5.5074,1.79404,1.71437,1.07987,0.996614,1.67974,1.19952,1.67974,1.63828
Rdl,24.9579,21.1453,7.50839,5.57456,2.84979,1.77684,0.589564,0.351753,1.97497,1.23134,1.97497,1.29526
CG4484,38.2423,51.4559,27.5361,35.3522,36.2228,46.2889,43.8823,57.3757,42.9751,78.3422,42.9751,55.923
CG4476,2.05371,2.05371,0.336487,0.336487,1.42197,1.42197,2.04022,2.04022,2.08559,2.72396,2.08559,2.08559
CG4483,0.00956657,0.00956657,0.00761632,0.00761632,0.0979372,0.0979372,0.906194,0.906194,1.71076,1.40973,1.71076,1.71076
CG4477,0.0144268,0.0145883,0,0,0,0,1.24235,1.25625,3.77334,2.46654,3.77334,3.81556
PGRP-LA,3.54371,3.5056,18.4502,18.331,8.52034,8.61031,10.6612,11.0842,37.0335,14.9061,37.0335,36.3573
PGRP-LC,14.6257,14.894,13.7874,14.2702,14.6832,16.0615,13.8365,16.0013,31.0859,19.2962,31.0859,31.5445
PGRP-LF,2.46027,1.79058,1.9541,1.37182,4.40011,3.37214,4.52541,3.33971,3.77222,2.78002,3.77222,2.81565
UGP,76.2584,60.5869,84.0378,66.3872,98.3799,77.2837,60.982,48.8887,30.5456,31.3771,30.5456,24.8426
CG32040,0.667208,0,0.690381,0,0.609804,0,0.261518,0,0.43053,0,0.43053,0
CG32039,3.47403,3.63066,3.94033,4.052,3.65396,3.76213,7.70444,7.93759,19.7222,11.0578,19.7222,20.4703
CG34455,29.272,30.7138,35.0081,36.7288,51.3491,53.894,30.8687,32.3831,26.9341,28.6355,26.9341,28.269
CG34456,2.43436,2.44282,0.853442,0.853245,3.53189,3.53008,4.81726,4.81582,0.527007,1.58503,0.527007,0.526577
Klp67A,0.569244,0.590825,1.149,1.18841,2.15674,2.23739,5.52427,5.70913,10.362,9.19846,10.362,10.6677
CG4447,11.9177,11.9177,17.8372,17.8372,13.843,13.843,7.86861,7.86861,10.6411,6.88508,10.6411,10.6411
CG4452,10.6167,10.4841,11.6042,11.4421,9.10384,9.00599,28.232,28.5434,48.0489,46.9286,48.0489,48.8526
Fdxh,14.2649,17.3429,12.1877,14.8835,8.57903,10.4979,5.29508,6.55776,5.65571,5.85224,5.65571,6.82077
Hsp67Bc,26.2835,21.7016,7.68412,6.33636,4.05095,3.14006,6.87291,5.88633,178.348,32.254,178.348,135.839
Hsp67Bb,8.50612,8.50612,12.0754,12.0755,14.4275,14.4296,6.83987,6.83781,8.48303,6.54082,8.48303,8.48149
Hsp22,2.06597,2.06597,1.64952,1.64729,3.65101,3.64987,1.88881,1.87512,8.71681,3.9246,8.71681,8.74026
CG4461,0,0,0,0,0.0295247,0.0290939,0,0,2.58311,0.317395,2.58311,2.55142
Hsp26,12.5229,12.5229,9.32565,9.32565,21.0279,21.0279,49.029,49.029,652.015,175.64,652.015,652.015
Hsp67Ba,0.397192,0.397192,1.13312,1.13312,2.08959,2.08959,11.4725,11.4725,52.9997,33.1929,52.9997,52.9997
Hsp23,9.65211,9.65211,10.6807,10.6807,20.8421,20.8421,160.006,160.006,3661.76,1366.73,3661.76,3661.76
Hsp27,6.14752,6.14752,10.3594,10.3594,24.829,24.829,134.604,134.604,1218.77,601.722,1218.77,1218.77
CG4080,7.56679,7.45243,4.8017,4.71957,5.44977,5.38576,12.2114,12.181,72.8528,34.6639,72.8528,72.6338
eIF-4E,161.921,179.927,179.111,200.399,153.152,169.994,123.549,136.013,170.534,155.976,170.534,185.413
Cpr67B,119.331,135.683,58.4777,67.5479,113.694,129.19,202.359,230.603,168.389,307.026,168.389,194.261
CG4022,4.4466,5.10709,2.43535,2.63175,2.33468,2.33318,3.53274,3.81937,11.9902,10.0154,11.9902,12.8669
CG3689,29.8799,33.7796,27.7553,31.3836,20.1851,22.3322,27.9674,31.3656,50.772,41.6191,50.772,55.3322
CG3967,21.4441,21.7283,14.8827,15.12,9.60703,9.45765,13.9125,13.0455,25.5195,19.8938,25.5195,25.0272
CG3982,0,0,0,0,1.16034,1.16034,21.999,21.999,64.9845,64.3627,64.9845,64.9845
aay,57.8878,57.8878,60.4461,60.4461,55.3998,55.3998,26.8622,26.8622,17.1529,22.5164,17.1529,17.1529
Shc,14.8209,14.9341,9.94128,10.1115,9.74263,9.84466,16.7547,17.0351,33.3023,25.9148,33.3023,33.8767
RpS17,2393.44,3042.64,1869.24,2374.92,1483.08,1884.11,1364.4,1734.13,1263.02,1616.59,1263.02,1604.29
snoRNA:Psi28S-612,0,0,0,0,0,0,0,0,0,0,0,0
MTF-1,13.1264,11.2487,9.81826,8.55609,9.00225,8.17516,7.74096,6.68115,9.43112,7.53207,9.43112,8.29181
CG33926,1.33438,1.43403,10.261,11.4315,11.1518,12.3281,22.4415,25.0462,8.81942,14.0879,8.81942,9.57244
CG3529,21.8451,21.814,22.0955,22.4051,15.6979,16.0273,17.6426,17.6656,39.9437,30.4713,39.9437,40.6744
CG3448,0.956045,0.963522,1.9596,2.00067,0.980733,0.98355,1.3056,1.30619,2.54428,1.80656,2.54428,2.54559
CG32038,27.301,35.3982,22.5689,28.9505,21.0673,27.179,24.1286,31.1408,26.0685,27.5166,26.0685,33.4222
phol,8.17891,8.65362,6.72545,7.09362,5.90524,6.21074,6.39928,6.7107,10.7866,11.115,10.7866,11.2625
CG3437,3.24605,3.10272,4.13292,3.91382,4.7514,4.49041,7.5345,7.50995,12.2019,8.96568,12.2019,11.6523
CG3552,4.49265,4.8078,6.11908,6.70639,5.53538,5.84665,4.67282,4.52761,8.718,6.93775,8.718,9.22375
CG3434,13.5113,15.1248,11.5218,12.7645,7.6282,8.53402,7.67996,8.55651,10.3962,8.80739,10.3962,11.6116
CG32043,25.6999,25.873,6.21511,6.24539,4.24157,4.25274,5.00974,5.06856,10.2856,10.0856,10.2856,10.3669
CG14180,9.26235,8.16216,2.71814,2.12941,0.858576,0.77132,1.28049,1.01646,2.81967,1.9673,2.81967,1.97059
Uch-L3,15.7544,18.7546,36.646,43.0948,23.7739,28.005,51.8428,61.0307,128,97.2045,128,148.951
pall,9.77919,11.0058,7.83322,8.74699,6.68283,7.48908,8.02831,8.96584,13.3859,11.4095,13.3859,15.0216
CG32036,0.782409,1.51095,3.0445,4.74609,1.05392,1.49995,0.138326,0.189256,0.117561,0.12784,0.117561,0.167099
CG32037,0.465205,0.424827,2.61865,3.05151,1.98966,2.27122,0.240252,0.260149,0.280166,0.263591,0.280166,0.321569
path,45.7064,46.3119,59.1753,60.3861,48.4563,49.9757,30.8842,31.7709,62.4822,36.8991,62.4822,63.3245
CG3408,2.23384,2.40395,4.86409,5.22241,5.26633,5.66736,9.58789,10.2919,20.3769,16.6331,20.3769,21.9102
RpS9,3691.02,4668.86,2949.57,3764.34,2295.39,2871.68,1821.77,2330.4,1781.19,2271.47,1781.19,2250.78
snoRNA:Me28S-G3253,0,0,0,0,0,0,0,0,0,0,0,0
CG33703,0,0,0.02091,0.02091,0,0,0,0,0,0,0,0
CG33702,0.0531122,0.0531122,0.0211423,0.0211423,0,0,0,0,0,0,0,0
CG33700,0.0256994,0.0516767,0.0204603,0.0205709,0,0,0,0,0.0156318,0,0.0156318,0.0314326
Or67a,0.0105101,0.0116968,0,0,0.0178716,0.0199576,0.0180644,0.0201451,0.105145,0.0907183,0.105145,0.099605
CG32048,12.6448,12.8804,5.4821,5.58324,4.49627,4.57587,4.90517,4.98793,12.6069,9.19308,12.6069,12.8073
CG34272,2.43514,2.43514,1.36428,1.36428,1.46192,1.46192,3.49499,3.49499,11.9592,11.262,11.9592,11.9592
CG14177,0.330101,0.335445,0.166801,0.133531,0.141048,0.143088,0,0,0.0493164,0.130083,0.0493164,0.0510091
CG3222,0.116158,0.116158,0.0504427,0.0504427,0.0360353,0.0360353,4.63768,4.63768,15.5439,12.1868,15.5439,15.5439
CG3088,0.0521465,0.0521465,0.0138386,0.0138386,0.118633,0.118633,0,0,0.0211456,0.0539251,0.0211456,0.0211456
CG3306,0,0,0.0111275,0.0111275,0.0715438,0.0715438,1.92576,1.92576,8.38249,5.07322,8.38249,8.38249
CG3280,3.07292,3.10477,1.27618,1.28197,0.716602,0.719768,0.498298,0.498193,0.990619,0.904871,0.990619,0.997031
LanB2,93.4232,93.0263,105.857,105.302,59.9765,59.8716,23.535,23.531,45.4804,37.031,45.4804,45.293
CG3335,13.5047,13.8779,8.23291,8.44784,5.81825,5.97277,3.85151,3.95646,5.03548,4.74338,5.03548,5.14146
Or67b,0,0,0,0,0.0179647,0.017899,0.0727458,0.0724798,0.0260525,0.0329132,0.0260525,0.0261901
CG8336,12.5703,12.3133,11.8061,11.8763,12.4955,12.3589,14.1422,14.125,20.6059,17.6545,20.6059,20.5993
fry,9.85343,8.65463,9.92881,6.81085,10.1561,8.27241,9.5264,8.2411,20.6618,14.4476,20.6618,12.7415
CG8329,0,0,0,0,0,0,0,0,18.6693,0,18.6693,18.6653
CG18179,26.2024,26.0225,45.8253,45.5107,329.162,327.098,32.0959,31.8756,75.8701,12.2419,75.8701,75.3693
CG18180,309.849,309.849,1374.13,1374.13,2158.2,2158.2,4009.59,4009.59,521.741,1767.09,521.741,521.741
CG33696,1.67868,1.67868,0.640828,0,0,0,0,0,0,0,0,0
CG16717,9.43203,8.95373,11.758,11.5389,13.2374,12.9403,13.3635,12.9387,14.8084,13.2069,14.8084,14.8091
alphaTub67C,0.0965676,0.107017,0.115322,0.0923005,0.0823838,0.0456492,0.0277193,0.0153594,0.176213,0.0415002,0.176213,0.162734
CG6767,119.456,112.445,62.7171,58.251,48.4807,47.6907,43.8682,43.2346,163.371,101.414,163.371,149.808
CG16719,0,0,0,0,0,0,6.64415,6.64415,19.7916,15.8268,19.7916,19.7916
UbcD4,29.0221,29.7163,29.3037,29.9131,24.0922,24.6548,26.6725,27.2069,46.9025,40.7918,46.9025,48.0022
CG6761,0.321576,0.321576,0.100008,0.100008,0.0428661,0.0428661,1.37595,1.37595,4.7372,3.94377,4.7372,4.7372
CG16711,7.75814,8.38613,4.00745,4.26044,3.58623,3.60329,3.72089,3.82097,7.8195,8.67231,7.8195,7.98755
SH3PX1,28.5024,31.2782,28.3188,31.0739,22.5333,24.685,23.1001,26.5197,49.3437,39.5866,49.3437,56.5215
vsg,73.7865,78.5685,78.0682,83.4323,96.0513,102.423,164.132,173.99,275.613,262.021,275.613,292.551
snmRNA:838,0,0,0,0,0,0,0,0,0,0,0,0
CG18178,48.0783,49.1667,27.4266,28.0475,15.017,15.357,8.82337,9.02312,16.473,13.666,16.473,16.8459
CG14174,4.2102,4.70011,3.92683,4.49385,2.80367,3.10256,2.68241,3.01697,5.71171,4.91077,5.71171,6.28873
nbs,4.17185,4.16364,3.3271,3.33387,2.9889,3.02264,3.79833,3.7829,7.17016,5.18958,7.17016,7.21305
defl,5.10986,5.27602,5.32832,5.50159,4.36666,4.4935,4.75587,4.91052,6.42549,5.97264,6.42549,6.62903
CG18177,18.7221,18.6104,12.7812,12.9832,11.0289,10.4361,9.5133,8.76545,13.2976,11.1908,13.2976,13.8464
ATPsyn-b,947.254,1001.07,835.439,882.327,797.899,842.264,450.13,475.023,187.245,266.439,187.245,197.951
CG6749,0.41571,0.437871,0.627279,0.641187,0.287577,0.293509,0.753585,0.781068,1.67729,0.982428,1.67729,1.72168
CG42268,27.0154,26.5485,10.3595,10.3112,10.3937,10.1844,5.80774,5.69759,11.0182,8.78876,11.0182,11.0108
CG8177,56.8493,53.3,36.1317,34.6371,22.5415,22.3883,14.3268,14.3588,10.2877,8.65795,10.2877,10.3325
CG14168,0.203885,0.162588,0.0513905,0.0414217,0.0214255,0.0221932,0.0216352,0.0224017,0.0744106,0.0403521,0.0744106,0.0712045
Ilp1,0.246715,0.246715,0.122762,0.122762,0,0,0,0,0.41268,0.0956736,0.41268,0.41268
Ilp2,23.7426,27.1297,19.5987,22.2248,9.10943,10.3309,6.52753,7.3179,3.34716,4.44882,3.34716,3.85085
Ilp3,0.628608,0.572848,0.194244,0.182427,0.317107,0.293225,2.14182,2.7296,4.86832,3.31736,4.86832,4.80844
Ilp4,0.507067,0.745625,0.0381994,0.0828309,0.00518537,0.0295864,0.0532157,0.0597289,0,0,0,0
CG32052,2.52756,2.52756,0.766337,0.766337,0.234625,0.234625,0.146609,0.146609,0.310666,0.253928,0.310666,0.310666
CG33205,153.521,150.346,146.318,144.168,269.631,261.579,206.746,206.435,134.041,200.033,134.041,136.088
Ilp5,0,0,0,0,0,0,0,0,4.57799,0,4.57799,0
CG32050,0,0,0,0,0,0,0,0,0,0,0,0
I-2,17.4363,18.2935,19.049,19.9678,16.2238,16.9804,17.5299,18.3895,28.7383,22.4174,28.7383,30.0694
Cdk8,3.03419,3.30856,3.29975,3.57536,2.92422,3.13984,4.1866,4.49949,6.38236,5.93078,6.38236,6.91309
Gap1,8.69786,9.33908,5.34522,5.56284,3.38128,3.59357,3.66231,3.79109,8.8964,8.02622,8.8964,9.16074
CG10809,8.84538,9.35758,5.80392,6.11169,5.20164,5.46721,8.28406,8.68498,14.3008,13.1649,14.3008,15.0169
CG8108,53.5426,51.8549,41.5963,41.5991,35.4869,34.851,36.9686,35.249,62.4067,50.5943,62.4067,60.3237
CG34382,0.922695,0.882699,6.51107,6.14003,2.74609,2.62329,0.754792,0.7217,0.641945,0.627017,0.641945,0.610109
Taf2,5.95446,6.08674,6.77177,6.92182,5.93384,6.06401,6.92509,7.07903,10.8393,10.0525,10.8393,11.0779
CalpB,17.614,17.6212,17.0198,17.0274,15.1975,15.2046,11.4043,11.4102,18.1761,16.2982,18.1761,18.1847
CG6709,1.41459,1.42481,1.38013,1.38411,1.55922,1.56011,3.86574,3.85514,8.04975,7.82475,8.04975,11.9698
CG14164,0.35603,0.847692,0.992765,0.992188,0.901063,0.900881,1.78651,1.46196,7.22836,5.31967,7.22836,3.3363
CG6707,25.3376,26.1893,23.2694,24.9032,20.2865,21.5937,34.8079,36.0948,85.0588,61.0225,85.0588,91.5374
nudE,17.1958,16.312,14.8235,14.818,15.0394,16.8471,24.2699,26.8626,54.8289,40.9819,54.8289,54.6605
CG34356,4.67171,4.72373,1.08205,1.07695,0.509885,0.509494,0.159352,0.1611,0.531972,0.585959,0.531972,0.542698
CG6685,1.85711,1.33508,1.49329,1.41304,1.24834,1.36678,2.43216,2.62398,6.15448,3.8982,6.15448,6.47743
Nc,4.17867,4.40487,6.45763,6.82451,7.7514,8.26734,14.244,15.245,73.0414,33.0462,73.0414,77.3079
CG6674,5.47171,6.20444,5.29549,5.8241,4.48214,5.1619,6.97996,7.8892,11.9365,10.9762,11.9365,13.7232
